Country,cause,val
Mexico,Respiratory infections and tuberculosis,25313.77699
Mexico,Enteric infections,5026.7676
Haiti,Unintentional injuries,4910.99407
Kazakhstan,Mental disorders,0.569175233
Ireland,Neglected tropical diseases and malaria,0.184793772
Eritrea,Other infectious diseases,1264.412014
Eritrea,Maternal and neonatal disorders,4025.811361
Eritrea,Substance use disorders,77.8531767
Eritrea,Diabetes and kidney diseases,1721.511538
Viet Nam,Skin and subcutaneous diseases,1190.778387
Viet Nam,Transport injuries,25500.66161
Singapore,Musculoskeletal disorders,40.76813394
Singapore,Other non-communicable diseases,517.8480404
Fiji,Cardiovascular diseases,2641.739067
Fiji,Musculoskeletal disorders,3.761919955
China,Nutritional deficiencies,16862.52418
Ireland,Substance use disorders,294.5086806
Ireland,Diabetes and kidney diseases,1202.113992
Singapore,Nutritional deficiencies,1.595097069
Lebanon,Other infectious diseases,573.8697333
Lebanon,Maternal and neonatal disorders,417.4472263
Libya,Nutritional deficiencies,17.60123386
United States Virgin Islands,Digestive diseases,57.03760426
China,Neoplasms,2716551.458
North Macedonia,Other infectious diseases,28.87891243
North Macedonia,Maternal and neonatal disorders,114.7651178
Montenegro,Nutritional deficiencies,1.15739478
Namibia,Chronic respiratory diseases,790.9723891
Nicaragua,Mental disorders,0.068747342
Saint Vincent and the Grenadines,Cardiovascular diseases,355.3224084
Kyrgyzstan,Other non-communicable diseases,750.9549688
Kyrgyzstan,Skin and subcutaneous diseases,19.37838677
Greenland,Transport injuries,5.576273148
Greenland,Unintentional injuries,22.29041557
Romania,Skin and subcutaneous diseases,93.90536558
Romania,Transport injuries,2676.048694
Libya,Neoplasms,5434.750193
Kazakhstan,Chronic respiratory diseases,9772.387005
Kazakhstan,Skin and subcutaneous diseases,36.28882591
Lebanon,Neurological disorders,1578.43715
Lebanon,Mental disorders,0.031468057
Ethiopia,Cardiovascular diseases,76975.20546
Jamaica,Neurological disorders,1023.62979
China,Cardiovascular diseases,4584273.159
Singapore,HIV/AIDS and sexually transmitted infections,36.9559105
Singapore,Respiratory infections and tuberculosis,3529.643895
Singapore,Enteric infections,36.19426862
Singapore,Other infectious diseases,43.22663382
Singapore,Maternal and neonatal disorders,31.60121064
Singapore,Substance use disorders,29.07846239
Singapore,Diabetes and kidney diseases,936.7589328
Mauritania,Nutritional deficiencies,279.3730983
Mauritania,Digestive diseases,1025.705747
Romania,Mental disorders,0.618644287
Uruguay,Nutritional deficiencies,133.7765911
Nicaragua,Unintentional injuries,804.0746374
Serbia,Skin and subcutaneous diseases,82.76804695
Serbia,Transport injuries,839.160297
Cook Islands,Skin and subcutaneous diseases,0.302740383
Cook Islands,Transport injuries,3.900641946
Cook Islands,Other infectious diseases,0.169899754
Cook Islands,Maternal and neonatal disorders,0.159458167
Cook Islands,Substance use disorders,0.49875128
Cook Islands,Diabetes and kidney diseases,33.9875704
Greenland,Digestive diseases,24.41551762
Nicaragua,Cardiovascular diseases,8202.494482
India,Nutritional deficiencies,26868.20068
Kyrgyzstan,Self-harm and interpersonal violence,897.6742518
Libya,Cardiovascular diseases,12747.45573
Libya,Musculoskeletal disorders,52.8911253
Libya,Other non-communicable diseases,595.3609111
Nicaragua,Nutritional deficiencies,144.5115913
Republic of Korea,Cardiovascular diseases,77480.53215
India,Digestive diseases,464913.9292
Ethiopia,Neoplasms,39600.00063
India,Musculoskeletal disorders,26225.86215
India,Other non-communicable diseases,169578.1695
India,Skin and subcutaneous diseases,18166.86948
Ireland,Chronic respiratory diseases,2547.961094
Viet Nam,Substance use disorders,2176.219155
Viet Nam,Diabetes and kidney diseases,50967.44307
Fiji,Other non-communicable diseases,131.9877193
Fiji,Skin and subcutaneous diseases,20.3516522
Fiji,HIV/AIDS and sexually transmitted infections,22.03130871
Fiji,Respiratory infections and tuberculosis,255.6740278
Fiji,Enteric infections,113.8331142
Israel,Neoplasms,14627.34569
China,Digestive diseases,277141.9804
Saint Vincent and the Grenadines,Musculoskeletal disorders,2.378824629
Saint Vincent and the Grenadines,Other non-communicable diseases,29.51889189
Singapore,Digestive diseases,592.1789522
Singapore,Neurological disorders,1788.511261
Mauritania,Cardiovascular diseases,3951.637892
Mauritania,Musculoskeletal disorders,19.33655103
Mali,Cardiovascular diseases,19519.06156
Mali,Musculoskeletal disorders,75.60443531
China,Mental disorders,40.80835795
South Africa,Neglected tropical diseases and malaria,544.1674021
South Africa,Cardiovascular diseases,82660.70461
Namibia,Transport injuries,595.9041755
Namibia,Unintentional injuries,461.1015148
Kyrgyzstan,Transport injuries,1028.524083
Kyrgyzstan,Substance use disorders,466.2687412
Kyrgyzstan,Diabetes and kidney diseases,816.7579364
United States of America,Neglected tropical diseases and malaria,196.3958639
China,Neglected tropical diseases and malaria,1860.081799
Romania,Unintentional injuries,4513.17583
Ethiopia,Chronic respiratory diseases,13727.34303
Kazakhstan,Transport injuries,2867.622793
Kazakhstan,Unintentional injuries,4884.949376
Jamaica,Self-harm and interpersonal violence,509.7072811
Lebanon,Self-harm and interpersonal violence,410.9428235
Ethiopia,Nutritional deficiencies,8989.330194
Ethiopia,Digestive diseases,35185.11327
China,Musculoskeletal disorders,20141.07097
China,Other non-communicable diseases,79840.26512
Saint Vincent and the Grenadines,Skin and subcutaneous diseases,8.940918402
Saint Vincent and the Grenadines,Transport injuries,10.64020876
Saint Vincent and the Grenadines,Maternal and neonatal disorders,13.88827756
Viet Nam,Musculoskeletal disorders,768.4916909
Viet Nam,Other non-communicable diseases,7481.224327
Mauritania,Neurological disorders,520.4203937
Uruguay,Digestive diseases,1546.066637
Uruguay,Unintentional injuries,945.9556133
Greenland,Cardiovascular diseases,123.0551452
Greenland,Neurological disorders,15.95661082
Greenland,Mental disorders,0.005406307
South Africa,Nutritional deficiencies,2101.013226
India,Unintentional injuries,472109.2437
Italy,Musculoskeletal disorders,1884.297373
Italy,Other non-communicable diseases,7575.239569
India,Neoplasms,932586.6678
India,Neurological disorders,216760.1309
Kyrgyzstan,Neglected tropical diseases and malaria,12.28999805
Nicaragua,Musculoskeletal disorders,101.2770927
Nicaragua,Other non-communicable diseases,735.1335247
Nicaragua,Skin and subcutaneous diseases,70.2793052
Mongolia,Neglected tropical diseases and malaria,0.815339163
Republic of Korea,Musculoskeletal disorders,1255.655607
Republic of Korea,Other non-communicable diseases,3233.959974
Republic of Korea,Skin and subcutaneous diseases,654.9559228
Libya,Skin and subcutaneous diseases,21.75350407
Libya,Other infectious diseases,173.521925
Libya,Maternal and neonatal disorders,376.1794177
Nicaragua,Digestive diseases,2236.563242
Nicaragua,Neurological disorders,1047.582262
Ireland,Digestive diseases,1169.662719
Ireland,Transport injuries,180.1805693
Fiji,Other infectious diseases,73.1931155
Fiji,Maternal and neonatal disorders,164.7878724
Fiji,Substance use disorders,4.771276176
Fiji,Diabetes and kidney diseases,2017.538971
Ethiopia,Neurological disorders,9544.217386
Ethiopia,Mental disorders,0.593241421
Israel,Mental disorders,0.049912918
Libya,Neurological disorders,1437.775035
Libya,Mental disorders,0.050100619
China,Neurological disorders,420635.9036
Namibia,Cardiovascular diseases,3747.034228
Mongolia,Neoplasms,5961.113138
United States Virgin Islands,Self-harm and interpersonal violence,35.18984457
Mauritania,Other non-communicable diseases,548.6624596
Mauritania,HIV/AIDS and sexually transmitted infections,176.0696924
Mauritania,Respiratory infections and tuberculosis,2280.197966
Mauritania,Enteric infections,1659.706792
Mali,Other non-communicable diseases,10094.76809
Mali,Skin and subcutaneous diseases,217.2931973
Mali,Enteric infections,19590.74122
Ethiopia,Musculoskeletal disorders,390.073145
Saint Vincent and the Grenadines,Substance use disorders,8.138644936
Saint Vincent and the Grenadines,Diabetes and kidney diseases,153.9766167
South Africa,Chronic respiratory diseases,17826.87421
South Africa,Skin and subcutaneous diseases,1057.287879
United States of America,Chronic respiratory diseases,224987.73
Ethiopia,Skin and subcutaneous diseases,765.1592949
Ethiopia,Transport injuries,9822.021168
China,Chronic respiratory diseases,1085272.611
China,Skin and subcutaneous diseases,5392.760691
Australia,Neglected tropical diseases and malaria,2.279818698
Saint Lucia,Neglected tropical diseases and malaria,1.012918103
Saint Lucia,Cardiovascular diseases,445.734009
Canada,Neglected tropical diseases and malaria,3.639845242
Liberia,Musculoskeletal disorders,20.78902267
Uruguay,Self-harm and interpersonal violence,877.7682806
Viet Nam,HIV/AIDS and sexually transmitted infections,6634.476783
Viet Nam,Respiratory infections and tuberculosis,40057.47722
Viet Nam,Enteric infections,3240.964874
Viet Nam,Other infectious diseases,4765.849632
Saint Lucia,Musculoskeletal disorders,4.620513327
Saint Lucia,Other non-communicable diseases,34.62163198
Ethiopia,Unintentional injuries,20742.33627
Mauritania,Self-harm and interpersonal violence,356.4945561
China,HIV/AIDS and sexually transmitted infections,34099.85211
China,Respiratory infections and tuberculosis,224647.8929
China,Enteric infections,6683.289566
China,Other infectious diseases,19585.01395
China,Maternal and neonatal disorders,46486.95755
Greenland,Neoplasms,157.1945189
Greenland,Musculoskeletal disorders,1.334644403
Greenland,Other non-communicable diseases,9.359532965
Greenland,Self-harm and interpersonal violence,38.8519181
South Africa,Digestive diseases,13356.22326
Kyrgyzstan,Chronic respiratory diseases,1513.466354
Italy,HIV/AIDS and sexually transmitted infections,647.5046961
Italy,Respiratory infections and tuberculosis,12835.81583
Italy,Enteric infections,1025.58298
Italy,Other infectious diseases,1025.480982
Italy,Maternal and neonatal disorders,623.1358945
Suriname,Neoplasms,715.5535893
India,Mental disorders,19.99213982
India,Self-harm and interpersonal violence,237191.2811
Ireland,Unintentional injuries,574.2634744
Jamaica,Cardiovascular diseases,6456.544837
Jamaica,Musculoskeletal disorders,76.20972281
Jamaica,Other non-communicable diseases,493.8358911
Nicaragua,Self-harm and interpersonal violence,750.0650416
Singapore,Self-harm and interpersonal violence,490.378997
Australia,Nutritional deficiencies,163.6484167
Republic of Korea,HIV/AIDS and sexually transmitted infections,199.6931141
Republic of Korea,Respiratory infections and tuberculosis,18810.73895
Republic of Korea,Enteric infections,999.7933594
Republic of Korea,Other infectious diseases,499.2768337
Republic of Korea,Maternal and neonatal disorders,579.054426
Republic of Korea,Substance use disorders,1115.786355
Republic of Korea,Diabetes and kidney diseases,20855.38604
Kiribati,Neoplasms,127.5281214
Libya,Substance use disorders,226.2503226
Libya,Diabetes and kidney diseases,2274.334664
Ethiopia,Self-harm and interpersonal violence,13093.80401
Nicaragua,HIV/AIDS and sexually transmitted infections,572.1093459
Nicaragua,Respiratory infections and tuberculosis,1153.985599
Nicaragua,Enteric infections,198.1044023
Nicaragua,Other infectious diseases,113.3027216
Nicaragua,Maternal and neonatal disorders,682.8765907
Nicaragua,Substance use disorders,398.4654994
Nicaragua,Diabetes and kidney diseases,5380.142889
Libya,Self-harm and interpersonal violence,1546.964782
China,Self-harm and interpersonal violence,134086.32
Namibia,Musculoskeletal disorders,25.47605158
Namibia,Other non-communicable diseases,291.4048161
Mauritania,Other infectious diseases,479.3147126
Mauritania,Maternal and neonatal disorders,2391.786105
Mauritania,Substance use disorders,22.83662964
Mauritania,Diabetes and kidney diseases,1215.204271
Mali,Other infectious diseases,13402.91368
Mali,Maternal and neonatal disorders,35525.27789
Mali,Substance use disorders,118.5919039
Mali,Diabetes and kidney diseases,5454.78866
Ethiopia,Other non-communicable diseases,19419.56229
Ethiopia,HIV/AIDS and sexually transmitted infections,31110.80041
Ethiopia,Respiratory infections and tuberculosis,76961.65387
Ethiopia,Enteric infections,52871.97361
Guam,Cardiovascular diseases,473.6539403
Serbia,Diabetes and kidney diseases,6228.321817
United States of America,Transport injuries,44207.54402
United States of America,Unintentional injuries,71882.71818
South Africa,Transport injuries,19821.10411
South Africa,Unintentional injuries,9572.102445
Libya,HIV/AIDS and sexually transmitted infections,93.35141824
Libya,Respiratory infections and tuberculosis,920.5610691
Libya,Enteric infections,89.71525545
Ethiopia,Substance use disorders,864.7021872
Ethiopia,Diabetes and kidney diseases,22811.62165
Ireland,HIV/AIDS and sexually transmitted infections,10.61989142
Ireland,Respiratory infections and tuberculosis,1743.203322
Ireland,Enteric infections,49.69371882
Israel,Nutritional deficiencies,52.49787632
China,Transport injuries,258458.3268
China,Unintentional injuries,313880.0986
Viet Nam,Maternal and neonatal disorders,6701.847732
Libya,Neglected tropical diseases and malaria,18.10331658
Panama,Musculoskeletal disorders,52.95282506
Panama,Other non-communicable diseases,567.78168
Saint Lucia,Chronic respiratory diseases,58.68974097
Serbia,Nutritional deficiencies,20.12651738
Liberia,HIV/AIDS and sexually transmitted infections,2174.189047
Liberia,Respiratory infections and tuberculosis,3004.910388
Liberia,Enteric infections,2713.01623
Saint Lucia,HIV/AIDS and sexually transmitted infections,7.620937636
Saint Lucia,Respiratory infections and tuberculosis,58.46807063
Saint Lucia,Enteric infections,4.519687905
Saint Lucia,Other infectious diseases,6.277875656
Saint Lucia,Maternal and neonatal disorders,17.50535432
Saint Vincent and the Grenadines,Nutritional deficiencies,7.527989759
Nepal,Cardiovascular diseases,46500.99531
Australia,Chronic respiratory diseases,11202.85953
Australia,Digestive diseases,6632.288049
China,Substance use disorders,30904.26926
China,Diabetes and kidney diseases,376603.3871
Guam,Neglected tropical diseases and malaria,0.160667087
India,HIV/AIDS and sexually transmitted infections,55894.10115
India,Respiratory infections and tuberculosis,857086.2405
India,Enteric infections,701671.293
India,Other infectious diseases,164656.5616
Kyrgyzstan,Digestive diseases,2482.484937
